Source,Source_Lat,Source_Lon,Destination,Dest_Lat,Dest_Lon,Road Type,Distance (km),Travel Time (hrs)
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,Highway,429.39,6.21
Nagercoil,8.1773,77.4344,Dindigul,10.3624,77.9695,State Road,73.83,1.69
Tiruchirappalli,10.7905,78.7047,Erode,11.341,77.7172,Highway,357.67,4.57
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Highway,398.87,7.31
Erode,11.341,77.7172,Krishnagiri,12.5192,78.2138,State Road,137.83,3.24
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,Highway,380.45,4.79
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,State Road,297.26,5.32
Salem,11.6643,78.146,Thanjavur,10.7867,79.1386,State Road,352.8,8.49
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Local Road,65.78,0.94
Krishnagiri,12.5192,78.2138,Coimbatore,11.0168,76.9558,Local Road,133.48,1.96
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Local Road,57.83,0.8
Pudukkottai,10.3833,78.8167,Thanjavur,10.7867,79.1386,Local Road,162.95,2.14
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,State Road,352.92,5.81
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,State Road,120.27,2.57
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,Local Road,362.48,6.86
Salem,11.6643,78.146,Tiruchirappalli,10.7905,78.7047,State Road,381.29,8.57
Madurai,9.9252,78.1198,Chennai,13.0827,80.2707,State Road,464.13,7.26
Coimbatore,11.0168,76.9558,Pudukkottai,10.3833,78.8167,Highway,388.62,9.3
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,State Road,297.42,7.05
Salem,11.6643,78.146,Pudukkottai,10.3833,78.8167,State Road,225.12,4.2
Karur,10.9601,78.0766,Dharmapuri,12.1357,78.1603,State Road,390.1,6.64
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,Local Road,489.05,8.9
Pudukkottai,10.3833,78.8167,Thanjavur,10.7867,79.1386,State Road,101.42,1.53
Cuddalore,11.7447,79.768,Pudukkottai,10.3833,78.8167,State Road,447.28,9.79
Tiruchirappalli,10.7905,78.7047,Pudukkottai,10.3833,78.8167,State Road,126.03,2.61
Salem,11.6643,78.146,Tirunelveli,8.7139,77.7567,Local Road,418.04,8.64
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,Highway,433.99,5.94
Coimbatore,11.0168,76.9558,Krishnagiri,12.5192,78.2138,State Road,412.63,5.31
Dharmapuri,12.1357,78.1603,Vellore,12.9165,79.1325,Highway,296.49,7.04
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,Highway,325.96,7.04
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Highway,327.31,4.65
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Highway,361.68,4.76
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,Highway,441.06,6.74
Tirunelveli,8.7139,77.7567,Coimbatore,11.0168,76.9558,State Road,279.48,6.85
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,State Road,466.44,9.12
Kanchipuram,12.8342,79.7036,Krishnagiri,12.5192,78.2138,State Road,163.63,2.36
Chennai,13.0827,80.2707,Cuddalore,11.7447,79.768,Local Road,456.53,5.96
Nagercoil,8.1773,77.4344,Coimbatore,11.0168,76.9558,State Road,433.25,6.32
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Highway,479.74,9.92
Sivakasi,9.4486,77.7984,Karur,10.9601,78.0766,Local Road,67.0,0.93
Tirunelveli,8.7139,77.7567,Chennai,13.0827,80.2707,Local Road,324.65,6.29
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,Highway,278.51,3.76
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,State Road,178.55,2.35
Erode,11.341,77.7172,Salem,11.6643,78.146,State Road,381.17,6.78
Nagercoil,8.1773,77.4344,Krishnagiri,12.5192,78.2138,Highway,482.17,6.39
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Highway,91.7,2.1
Madurai,9.9252,78.1198,Kanchipuram,12.8342,79.7036,State Road,189.5,2.82
Thoothukudi,8.7642,78.1348,Madurai,9.9252,78.1198,Local Road,345.96,5.9
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,State Road,368.26,5.5
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Highway,352.05,6.15
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,Local Road,50.1,0.76
Karur,10.9601,78.0766,Sivakasi,9.4486,77.7984,Local Road,355.68,6.91
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,Highway,375.1,5.08
Erode,11.341,77.7172,Thoothukudi,8.7642,78.1348,State Road,252.14,3.8
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Local Road,143.66,2.55
Coimbatore,11.0168,76.9558,Dindigul,10.3624,77.9695,Local Road,198.37,4.6
Erode,11.341,77.7172,Pudukkottai,10.3833,78.8167,State Road,244.52,4.56
Coimbatore,11.0168,76.9558,Cuddalore,11.7447,79.768,State Road,201.22,2.62
Thoothukudi,8.7642,78.1348,Sivakasi,9.4486,77.7984,Highway,139.11,2.71
Salem,11.6643,78.146,Tirunelveli,8.7139,77.7567,State Road,190.99,2.51
Vellore,12.9165,79.1325,Sivakasi,9.4486,77.7984,State Road,346.03,6.01
Nagercoil,8.1773,77.4344,Salem,11.6643,78.146,Highway,490.35,11.07
Erode,11.341,77.7172,Chennai,13.0827,80.2707,Local Road,242.59,5.18
Krishnagiri,12.5192,78.2138,Chennai,13.0827,80.2707,Highway,198.74,2.83
Chennai,13.0827,80.2707,Erode,11.341,77.7172,Highway,106.85,2.52
Cuddalore,11.7447,79.768,Madurai,9.9252,78.1198,Local Road,182.91,4.01
Coimbatore,11.0168,76.9558,Dindigul,10.3624,77.9695,Highway,321.61,4.61
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,State Road,120.28,1.86
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,State Road,99.67,2.3
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,Local Road,193.09,3.73
Dharmapuri,12.1357,78.1603,Tirunelveli,8.7139,77.7567,Highway,80.75,1.1
Thanjavur,10.7867,79.1386,Salem,11.6643,78.146,Highway,180.47,2.33
Krishnagiri,12.5192,78.2138,Karur,10.9601,78.0766,Local Road,278.74,5.09
Thoothukudi,8.7642,78.1348,Nagercoil,8.1773,77.4344,Local Road,324.34,5.18
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,Local Road,193.15,4.05
Sivakasi,9.4486,77.7984,Cuddalore,11.7447,79.768,Local Road,463.25,10.52
Thanjavur,10.7867,79.1386,Tirunelveli,8.7139,77.7567,State Road,278.27,4.1
Thoothukudi,8.7642,78.1348,Tirunelveli,8.7139,77.7567,Highway,258.34,3.63
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,Local Road,378.95,6.26
Sivakasi,9.4486,77.7984,Karur,10.9601,78.0766,Local Road,222.26,3.05
Pudukkottai,10.3833,78.8167,Thoothukudi,8.7642,78.1348,Highway,330.09,4.56
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,State Road,239.85,5.25
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,State Road,125.17,1.63
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,Local Road,64.91,0.94
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,Local Road,184.32,2.31
Dindigul,10.3624,77.9695,Sivakasi,9.4486,77.7984,State Road,407.59,5.36
Cuddalore,11.7447,79.768,Tirunelveli,8.7139,77.7567,Highway,262.13,3.95
Thoothukudi,8.7642,78.1348,Krishnagiri,12.5192,78.2138,Highway,179.07,3.7
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Highway,199.0,3.95
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Local Road,92.44,1.48
Karur,10.9601,78.0766,Thoothukudi,8.7642,78.1348,State Road,313.47,5.66
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,Highway,254.04,6.17
Tirunelveli,8.7139,77.7567,Vellore,12.9165,79.1325,Local Road,241.94,5.95
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,Highway,200.88,2.9
Vellore,12.9165,79.1325,Salem,11.6643,78.146,Highway,454.02,8.18
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,Local Road,100.64,1.36
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Highway,384.97,5.27
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Local Road,260.98,3.51
Vellore,12.9165,79.1325,Cuddalore,11.7447,79.768,Local Road,491.54,7.81
Vellore,12.9165,79.1325,Salem,11.6643,78.146,State Road,326.51,7.0
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,Local Road,320.98,4.77
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,Highway,227.2,3.13
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,Highway,351.7,6.32
Vellore,12.9165,79.1325,Karur,10.9601,78.0766,Local Road,62.04,1.31
Sivakasi,9.4486,77.7984,Dharmapuri,12.1357,78.1603,Local Road,410.49,7.32
Tirunelveli,8.7139,77.7567,Erode,11.341,77.7172,State Road,322.6,7.11
Tirunelveli,8.7139,77.7567,Erode,11.341,77.7172,Local Road,427.73,9.87
Krishnagiri,12.5192,78.2138,Kanchipuram,12.8342,79.7036,State Road,112.73,2.39
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,State Road,172.14,2.89
Tiruchirappalli,10.7905,78.7047,Thoothukudi,8.7642,78.1348,Local Road,344.8,7.83
Nagercoil,8.1773,77.4344,Salem,11.6643,78.146,Highway,88.95,1.64
Karur,10.9601,78.0766,Sivakasi,9.4486,77.7984,Local Road,462.32,8.56
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,Highway,436.86,5.59
Chennai,13.0827,80.2707,Thanjavur,10.7867,79.1386,State Road,85.14,1.95
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,Highway,149.32,1.9
Chennai,13.0827,80.2707,Pudukkottai,10.3833,78.8167,Highway,327.36,7.19
Krishnagiri,12.5192,78.2138,Vellore,12.9165,79.1325,Highway,171.55,3.68
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Highway,407.84,10.01
Dharmapuri,12.1357,78.1603,Vellore,12.9165,79.1325,State Road,257.03,5.13
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,State Road,454.57,6.2
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Local Road,394.38,6.07
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,State Road,133.73,2.0
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Highway,361.35,7.16
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,Highway,413.78,6.53
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,State Road,90.82,1.56
Dindigul,10.3624,77.9695,Karur,10.9601,78.0766,Local Road,202.32,5.02
Salem,11.6643,78.146,Krishnagiri,12.5192,78.2138,State Road,269.67,3.65
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,State Road,486.79,6.33
Nagercoil,8.1773,77.4344,Cuddalore,11.7447,79.768,Highway,159.57,3.08
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Highway,387.33,7.46
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,Highway,444.98,7.3
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,Local Road,452.07,5.82
Tirunelveli,8.7139,77.7567,Krishnagiri,12.5192,78.2138,Highway,422.77,6.83
Nagercoil,8.1773,77.4344,Kanchipuram,12.8342,79.7036,State Road,339.95,7.43
Thoothukudi,8.7642,78.1348,Cuddalore,11.7447,79.768,Highway,373.76,7.59
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,Highway,450.16,5.78
Thoothukudi,8.7642,78.1348,Erode,11.341,77.7172,Local Road,489.53,6.66
Dharmapuri,12.1357,78.1603,Erode,11.341,77.7172,Highway,228.98,3.1
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,Local Road,195.37,3.64
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,State Road,197.75,3.17
Pudukkottai,10.3833,78.8167,Vellore,12.9165,79.1325,Highway,192.44,4.1
Pudukkottai,10.3833,78.8167,Erode,11.341,77.7172,State Road,227.53,3.46
Salem,11.6643,78.146,Tiruchirappalli,10.7905,78.7047,Local Road,140.24,2.36
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,Highway,348.79,6.12
Thoothukudi,8.7642,78.1348,Kanchipuram,12.8342,79.7036,Local Road,193.77,3.55
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,State Road,495.4,9.39
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,State Road,350.44,5.96
Chennai,13.0827,80.2707,Coimbatore,11.0168,76.9558,State Road,84.04,1.4
Krishnagiri,12.5192,78.2138,Vellore,12.9165,79.1325,Highway,404.68,5.57
Cuddalore,11.7447,79.768,Nagercoil,8.1773,77.4344,Local Road,434.94,6.49
Pudukkottai,10.3833,78.8167,Nagercoil,8.1773,77.4344,Local Road,214.25,4.72
Krishnagiri,12.5192,78.2138,Vellore,12.9165,79.1325,State Road,407.04,9.86
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,Local Road,250.96,3.52
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,State Road,435.32,6.79
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,Highway,169.46,2.56
Tiruchirappalli,10.7905,78.7047,Sivakasi,9.4486,77.7984,Highway,222.63,3.34
Salem,11.6643,78.146,Nagercoil,8.1773,77.4344,Highway,159.55,2.5
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,State Road,328.64,5.06
Dindigul,10.3624,77.9695,Erode,11.341,77.7172,Local Road,301.93,4.19
Cuddalore,11.7447,79.768,Nagercoil,8.1773,77.4344,Highway,283.72,6.86
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,Highway,397.72,5.08
